Ticker,Name,Exchange,Category,Country,SE_Name
SVW.AX,Seven Group Holdings Limited,ASX,Conglomerates,Australia,Australia Stock Exchange
SUN.AX,Suncorp Group Limited,ASX,Property & Casualty Insurance,Australia,Australia Stock Exchange
SKI.AX,Spark Infrastructure Group,ASX,Electric Utilities,Australia,Australia Stock Exchange
SGH.AX,Slater and Gordon Limited,ASX,Personal Services,Australia,Australia Stock Exchange
RGX.AX,MCS Services Limited,ASX,Other Category,Australia,Australia Stock Exchange
PRT.AX,Prime Media Group Limited,ASX,Broadcasting - TV,Australia,Australia Stock Exchange
PGR.AX,The PAS Group Limited,ASX,Textile - Apparel Clothing,Australia,Australia Stock Exchange
NGY.AX,NuEnergy Gas Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
MNF.AX,MNF Group Limited,ASX,Wireless Communications,Australia,Australia Stock Exchange
MGX.AX,Mount Gibson Iron Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
MGR.AX,Mirvac Group,ASX,REIT - Office,Australia,Australia Stock Exchange
LNG.AX,Liquefied Natural Gas Limited,ASX,Oil & Gas Pipelines,Australia,Australia Stock Exchange
VRT.AX,Virtus Health Limited,ASX,Hospitals,Australia,Australia Stock Exchange
TWH.AX,"TW Holdings Limited, Prior to Reverse Merger with AusCann Group Holdings Ltd",ASX,Other Category,Australia,Australia Stock Exchange
TTA.AX,TTA Holdings Limited,ASX,Other Category,Australia,Australia Stock Exchange
TAH.AX,Tabcorp Holdings Limited,ASX,Gaming Activities,Australia,Australia Stock Exchange
SHL.AX,Sonic Healthcare Limited,ASX,Hospitals,Australia,Australia Stock Exchange
REC.AX,Recall Holdings Limited,ASX,Other Category,Australia,Australia Stock Exchange
RAP.AX,ResApp Health Limited,ASX,Healthcare Information Services,Australia,Australia Stock Exchange
QUB.AX,Qube Holdings Limited,ASX,Air Delivery & Freight Services,Australia,Australia Stock Exchange
PRY.AX,Primary Health Care Limited,ASX,Hospitals,Australia,Australia Stock Exchange
PHA.AX,Public Holdings (Australia) Limited,ASX,Other Category,Australia,Australia Stock Exchange
OLV.AX,Otherlevels Holdings Limited,ASX,Business Software & Services,Australia,Australia Stock Exchange
OLH.AX,Oldfields Holdings Limited,ASX,General Building Materials,Australia,Australia Stock Exchange
KAM.AX,K2 Asset Management Holdings Ltd,ASX,Asset Management,Australia,Australia Stock Exchange
JHC.AX,Japara Healthcare Limited,ASX,Long-Term Care Facilities,Australia,Australia Stock Exchange
HTA.AX,Hutchison Telecommunications (Australia) Limited,ASX,Wireless Communications,Australia,Australia Stock Exchange
HSN.AX,Hansen Technologies Ltd,ASX,Technical & System Software,Australia,Australia Stock Exchange
HOM.AX,Homeloans Limited,ASX,Mortgage Investment,Australia,Australia Stock Exchange
HNG.AX,HGL Limited,ASX,Conglomerates,Australia,Australia Stock Exchange
HHL.AX,Pengana Capital Group Limited,ASX,Other Category,Australia,Australia Stock Exchange
HAO.AX,Haoma Mining NL,ASX,Gold,Australia,Australia Stock Exchange
GLH.AX,Global Health Limited,ASX,Healthcare Information Services,Australia,Australia Stock Exchange
GBT.AX,GBST Holdings Limited,ASX,Information Technology Services,Australia,Australia Stock Exchange
CHC.AX,Charter Hall Group,ASX,REIT - Diversified,Australia,Australia Stock Exchange
8IH.AX,8I Holdings Limited,ASX,Conglomerates,Australia,Australia Stock Exchange
ZYB.AX,Zyber Holdings Limited,ASX,Computers Wholesale,Australia,Australia Stock Exchange
VIG.AX,Victor Group Holdings Limited,ASX,Other Category,Australia,Australia Stock Exchange
VAH.AX,Virgin Australia Holdings Limited,ASX,Major Airlines,Australia,Australia Stock Exchange
TBH.AX,TopBetta Holdings Limited,ASX,Gaming Activities,Australia,Australia Stock Exchange
SPO.AX,Spotless Group Holdings Limited,ASX,Business Services,Australia,Australia Stock Exchange
SPL.AX,Starpharma Holdings Limited,ASX,Biotechnology,Australia,Australia Stock Exchange
SOL.AX,Washington H. Soul Pattinson and Company Limited,ASX,Conglomerates,Australia,Australia Stock Exchange
SMA.AX,SmartTrans Holdings Limited,ASX,Technical & System Software,Australia,Australia Stock Exchange
SHM.AX,Shriro Holdings Limited,ASX,"Specialty Retail, Other",Australia,Australia Stock Exchange
SAR.AX,Saracen Mineral Holdings Limited,ASX,Gold,Australia,Australia Stock Exchange
RWH.AX,Royal Wolf Holdings Limited,ASX,Packaging & Containers,Australia,Australia Stock Exchange
RHI.AX,Red Hill Iron Limited,ASX,Steel & Iron,Australia,Australia Stock Exchange
REX.AX,Regional Express Holdings Limited,ASX,Major Airlines,Australia,Australia Stock Exchange
REG.AX,Regis Healthcare Limited,ASX,Long-Term Care Facilities,Australia,Australia Stock Exchange
JAL.AX,Jameson Resources Limited,ASX,Copper,Australia,Australia Stock Exchange
RUM.AX,Verdant Minerals Ltd,ASX,Other Category,Australia,Australia Stock Exchange
JRL.AX,Jindalee Resources Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
JKL.AX,JustKapital Limited,ASX,Credit Services,Australia,Australia Stock Exchange
JIN.AX,Jumbo Interactive Limited,ASX,Gaming Activities,Australia,Australia Stock Exchange
JHX.AX,James Hardie Industries plc,ASX,General Building Materials,Australia,Australia Stock Exchange
JAT.AX,Jatenergy Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
GJT.AX,Galileo Japan Trust,ASX,Other Category,Australia,Australia Stock Exchange
SHR.AX,John Shearer (Holdings) Limited,ASX,Other Category,Australia,Australia Stock Exchange
AJA.AX,Astro Japan Property Group,ASX,REIT - Diversified,Australia,Australia Stock Exchange
KSN.AX,Kingston Resources Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
KSC.AX,K&S Corporation Limited,ASX,Air Delivery & Freight Services,Australia,Australia Stock Exchange
KPL.AX,Kina Petroleum Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
KOR.AX,Korab Resources Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
KIS.AX,King Island Scheelite Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
KBU.AX,Kabuni Limited,ASX,"Specialty Retail, Other",Australia,Australia Stock Exchange
KSL.AX,Kina Securities Limited,ASX,Investment Brokerage - National,Australia,Australia Stock Exchange
KRM.AX,Kingsrose Mining Limited,ASX,Other Category,Australia,Australia Stock Exchange
KRL.AX,Kangaroo Resources Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
KNM.AX,Kneomedia Limited,ASX,Technical & System Software,Australia,Australia Stock Exchange
KNL.AX,Kibaran Resources Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
KKO.AX,Kinetiko Energy Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
KFG.AX,KING HMTXT FPO,ASX,Other Category,Australia,Australia Stock Exchange
KFE.AX,Kogi Iron Limited,ASX,Steel & Iron,Australia,Australia Stock Exchange
KDR.AX,Kidman Resources Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
KCN.AX,Kingsgate Consolidated Limited,ASX,Gold,Australia,Australia Stock Exchange
KBL.AX,KBL Mining Limited,ASX,Other Category,Australia,Australia Stock Exchange
KAT.AX,Katana Capital Limited,ASX,Asset Management,Australia,Australia Stock Exchange
KAR.AX,Karoon Gas Australia Ltd,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
KEY.AX,Key Petroleum Limited,ASX,Other Category,Australia,Australia Stock Exchange
OSH.AX,Oil Search Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
WWI.AX,West Wits Mining Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
WOF.AX,Wolf Petroleum Limited,ASX,Major Integrated Oil & Gas,Australia,Australia Stock Exchange
WGO.AX,Waratah Resources Limited,ASX,Other Category,Australia,Australia Stock Exchange
CRX.AX,Crestal Petroleum Limited,ASX,Other Category,Australia,Australia Stock Exchange
WCN.AX,White Cliff Minerals Limited,ASX,Gold,Australia,Australia Stock Exchange
WAA.AX,WAM Active Limited,ASX,Other Category,Australia,Australia Stock Exchange
VTM.AX,eSports Mogul Asia Pacific Limited,ASX,Other Category,Australia,Australia Stock Exchange
VSC.AX,Vita Life Sciences Limited,ASX,Drug Manufacturers - Major,Australia,Australia Stock Exchange
VML.AX,Vital Metals Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
VAN.AX,Vango Mining Limited,ASX,Other Category,Australia,Australia Stock Exchange
UML.AX,Unity Mining Limited,ASX,Other Category,Australia,Australia Stock Exchange
TWD.AX,Tamawood Limited,ASX,Residential Construction,Australia,Australia Stock Exchange
TTE.AX,Global Energy Ventures Ltd.,ASX,Other Category,Australia,Australia Stock Exchange
TMX.AX,Terrain Minerals Limited,ASX,Gold,Australia,Australia Stock Exchange
TMP.AX,Tech Mpire Limited,ASX,Marketing Services,Australia,Australia Stock Exchange
TIG.AX,Tigers Realm Coal Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
TAP.AX,Tap Oil Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
SYP.AX,Mareterram Limited,ASX,Other Category,Australia,Australia Stock Exchange
SYD.AX,Sydney Airport Limited,ASX,"Air Services, Other",Australia,Australia Stock Exchange
SST.AX,Steamships Trading Company Limited,ASX,Conglomerates,Australia,Australia Stock Exchange
SRX.AX,Sirtex Medical Limited,ASX,Biotechnology,Australia,Australia Stock Exchange
BZL.AX,BrazIron Limited,ASX,Other Category,Australia,Australia Stock Exchange
SNL.AX,Supply Network Limited,ASX,Auto Parts,Australia,Australia Stock Exchange
SMX.AX,SMS Management & Technology Limited,ASX,Information Technology Services,Australia,Australia Stock Exchange
SMM.AX,Summit Resources Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
SLX.AX,Silex Systems Limited,ASX,Semiconductor - Broad Line,Australia,Australia Stock Exchange
SKS.AX,Stokes Limited,ASX,Diversified Electronics,Australia,Australia Stock Exchange
RND.AX,Rand Mining Limited,ASX,Gold,Australia,Australia Stock Exchange
PDM.AX,Paradigm Metals Limited.,ASX,Other Category,Australia,Australia Stock Exchange
OSL.AX,Oncosil Medical Limited,ASX,Medical Laboratories & Research,Australia,Australia Stock Exchange
MOU.AX,LiveTiles Limited,ASX,Other Category,Australia,Australia Stock Exchange
MSI.AX,Multistack International Limited,ASX,Diversified Machinery,Australia,Australia Stock Exchange
MSB.AX,Mesoblast Limited,ASX,Biotechnology,Australia,Australia Stock Exchange
MOZ.AX,Volt Resources Limited,ASX,Other Category,Australia,Australia Stock Exchange
MOY.AX,Millennium Minerals Limited,ASX,Gold,Australia,Australia Stock Exchange
MMJ.AX,MMJ Phytotech Limited,ASX,Drugs - Generic,Australia,Australia Stock Exchange
MLX.AX,Metals X Limited,ASX,Copper,Australia,Australia Stock Exchange
MLT.AX,Milton Corporation Limited,ASX,Asset Management,Australia,Australia Stock Exchange
MLB.AX,Melbourne IT Limited,ASX,Information Technology Services,Australia,Australia Stock Exchange
MDI.AX,Middle Island Resources Limited,ASX,Gold,Australia,Australia Stock Exchange
MBO.AX,Mobilarm Limited,ASX,Other Category,Australia,Australia Stock Exchange
LEG.AX,Legend Mining Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
SFR.AX,Sandfire Resources NL,ASX,Copper,Australia,Australia Stock Exchange
PNW.AX,Pacific Star Network Limited,ASX,Broadcasting - Radio,Australia,Australia Stock Exchange
NXT.AX,NEXTDC Limited,ASX,Data Storage Devices,Australia,Australia Stock Exchange
NWS.AX,News Corporation,ASX,Broadcasting - TV,Australia,Australia Stock Exchange
NST.AX,Northern Star Resources Limited,ASX,Gold,Australia,Australia Stock Exchange
NRT.AX,Novogen Limited,ASX,Drug Manufacturers - Major,Australia,Australia Stock Exchange
NNW.AX,99 Wuxian Limited,ASX,Technical & System Software,Australia,Australia Stock Exchange
NMT.AX,Neometals Ltd,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
NKP.AX,Nkwe Platinum Limited,ASX,Other Category,Australia,Australia Stock Exchange
NCL.AX,Netccentric Limited,ASX,Advertising Agencies,Australia,Australia Stock Exchange
LKE.AX,Lake Resources N.L.,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
ARE.AX,Argonaut Resources NL,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
APN.AX,APN News & Media Limited,ASX,Other Category,Australia,Australia Stock Exchange
ADY.AX,Admiralty Resources NL,ASX,Copper,Australia,Australia Stock Exchange
RNY.AX,RNY Property Trust,ASX,REIT - Office,Australia,Australia Stock Exchange
RNI.AX,RNI NL,ASX,Other Category,Australia,Australia Stock Exchange
RIM.AX,Rimfire Pacific Mining NL,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
PWN.AX,Parkway Minerals NL,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
NWZ.AX,Newzulu Limited,ASX,Internet Information Providers,Australia,Australia Stock Exchange
NWSLV.AX,News Corporation,ASX,Broadcasting - TV,Australia,Australia Stock Exchange
NWF.AX,Newfield Resources Limited,ASX,Gold,Australia,Australia Stock Exchange
NVL.AX,National Veterinary Care Limited,ASX,Personal Services,Australia,Australia Stock Exchange
NVI.AX,Nevada Iron Ltd.,ASX,Other Category,Australia,Australia Stock Exchange
NUF.AX,Nufarm Limited,ASX,Agricultural Chemicals,Australia,Australia Stock Exchange
NTU.AX,Northern Minerals Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
NSR.AX,National Storage REIT,ASX,REIT - Industrial,Australia,Australia Stock Exchange
NSE.AX,New Standard Energy Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
NRR.AX,Alcidion Group Limited,ASX,Other Category,Australia,Australia Stock Exchange
NMI.AX,Northern Mining Limited,ASX,Copper,Australia,Australia Stock Exchange
NHC.AX,New Hope Corporation Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
NGE.AX,NGE Capital Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
NEU.AX,Neuren Pharmaceuticals Limited,ASX,Biotechnology,Australia,Australia Stock Exchange
TOF.AX,360 Capital Office Fund,ASX,Other Category,Australia,Australia Stock Exchange
ORE.AX,Orocobre Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
ONT.AX,1300SMILES Limited,ASX,Health Care Plans,Australia,Australia Stock Exchange
OKJ.AX,Oakajee Corporation Limited,ASX,Other Category,Australia,Australia Stock Exchange
OCC.AX,Orthocell Limited,ASX,Biotechnology,Australia,Australia Stock Exchange
LGO.AX,Longreach Oil Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
BOQ.AX,Bank of Queensland Limited,ASX,Money Center Banks,Australia,Australia Stock Exchange
URF.AX,US Masters Residential Property Fund,ASX,REIT - Residential,Australia,Australia Stock Exchange
TIX.AX,360 Capital Industrial Fund,ASX,Other Category,Australia,Australia Stock Exchange
SSN.AX,Samson Oil & Gas Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
PSF.AX,Syntonic Limited,ASX,Other Category,Australia,Australia Stock Exchange
OVL.AX,Oro Verde Limited,ASX,Gold,Australia,Australia Stock Exchange
OVH.AX,OneVue Holdings Limited,ASX,Asset Management,Australia,Australia Stock Exchange
OTW.AX,Over the Wire Holdings Limited,ASX,Wireless Communications,Australia,Australia Stock Exchange
OTI.AX,Oriental Technologies Investment Limited,ASX,Diversified Machinery,Australia,Australia Stock Exchange
OTH.AX,Onthehouse Holdings Limited,ASX,Other Category,Australia,Australia Stock Exchange
ORL.AX,OrotonGroup Limited,ASX,Apparel Stores,Australia,Australia Stock Exchange
OPG.AX,OPUS Group Limited,ASX,Publishing - Newspapers,Australia,Australia Stock Exchange
OOO.AX,BetaShares Crude Oil Index ETF - Currency Hedged (Synthetic),ASX,Other Category,Australia,Australia Stock Exchange
ONC.AX,TasFoods Limited,ASX,Other Category,Australia,Australia Stock Exchange
OML.AX,oOh!media Limited,ASX,Marketing Services,Australia,Australia Stock Exchange
OIL.AX,Optiscan Imaging Limited,ASX,Scientific & Technical Instruments,Australia,Australia Stock Exchange
OGH.AX,Ochre Group Holdings Limited,ASX,Other Category,Australia,Australia Stock Exchange
OGC.AX,OceanaGold Corporation,ASX,Gold,Australia,Australia Stock Exchange
OEX.AX,Oilex Ltd,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
OEG.AX,Orpheus Energy Limited,ASX,Other Category,Australia,Australia Stock Exchange
OEC.AX,Orbital Corporation Limited,ASX,Auto Parts,Australia,Australia Stock Exchange
ODN.AX,Odin Energy Limited,ASX,Other Category,Australia,Australia Stock Exchange
OAR.AX,Oakdale Resources Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
NCC.AX,NAOS Emerging Opportunities Company Limited,ASX,Other Category,Australia,Australia Stock Exchange
NAC.AX,NAOS Absolute Opportunities Company Limited,ASX,Asset Management,Australia,Australia Stock Exchange
MTA.AX,Battery Minerals Limited,ASX,Other Category,Australia,Australia Stock Exchange
MRM.AX,MMA Offshore Limited,ASX,Shipping,Australia,Australia Stock Exchange
PCL.AX,Pancontinental Oil & Gas NL,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
LCY.AX,Legacy Iron Ore Limited,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
IOF.AX,Investa Office Fund,ASX,REIT - Office,Australia,Australia Stock Exchange
HZN.AX,Horizon Oil Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
ERA.AX,Energy Resources of Australia Ltd,ASX,Industrial Metals & Minerals,Australia,Australia Stock Exchange
EGO.AX,Empire Oil & Gas NL,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
CMT.AX,Cott Oil and Gas Limited,ASX,Other Category,Australia,Australia Stock Exchange
AOW.AX,American Patriot Oil & Gas Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
AOK.AX,AusTex Oil Limited,ASX,Independent Oil & Gas,Australia,Australia Stock Exchange
